Date,Category,Amount,Balance
2021-08-31,Personal/Entertainment,-60.2,43804.27000000001
2021-08-31,Personal/Entertainment,-249.22,43555.05000000001
2021-09-01,Income,8010.12,51565.17000000001
2021-09-03,Personal/Entertainment,-135.23,51429.94000000001
2021-09-05,Groceries,-57.86,51372.08000000001
2021-09-06,Transportation,-43.25,51328.83000000001
2021-09-06,Personal/Entertainment,-62.65,51266.18000000001
2021-09-07,Transportation,-46.06,51220.12000000001
2021-09-08,Personal/Entertainment,-50.71,51169.41000000001
2021-09-08,Personal/Entertainment,-299.4,50870.01000000001
2021-09-09,Housing,-1755.76,49114.25000000001
2021-09-10,Personal/Entertainment,-180.01,48934.240000000005
2021-09-10,Utilities,-214.61,48719.630000000005
2021-09-10,Personal/Entertainment,-176.76,48542.87
2021-09-15,Groceries,-45.72,48497.15
2021-09-16,Personal/Entertainment,-116.17,48380.98
2021-09-16,Transportation,-52.91,48328.07
2021-09-17,Personal/Entertainment,-281.27,48046.8
2021-09-18,Personal/Entertainment,-181.0,47865.8
2021-09-19,Housing,-1751.9,46113.9
2021-09-19,Housing,-1384.77,44729.130000000005
2021-09-19,Transportation,-43.74,44685.39000000001
2021-09-23,Groceries,-49.61,44635.780000000006
2021-09-24,Personal/Entertainment,-159.31,44476.47000000001
2021-09-24,Personal/Entertainment,-221.43,44255.04000000001
2021-09-27,Personal/Entertainment,-278.51,43976.530000000006
2021-09-29,Personal/Entertainment,-257.49,43719.04000000001
2021-09-29,Personal/Entertainment,-94.42,43624.62000000001
2021-09-30,Utilities,-288.77,43335.85000000001
2021-10-01,Income,7440.33,50776.180000000015
2021-10-06,Personal/Entertainment,-215.31,50560.87000000002
2021-10-06,Personal/Entertainment,-111.28,50449.59000000002
2021-10-07,Groceries,-128.5,50321.09000000002
2021-10-07,Personal/Entertainment,-231.65,50089.44000000002
2021-10-09,Groceries,-76.79,50012.650000000016
2021-10-10,Transportation,-37.44,49975.210000000014
2021-10-11,Housing,-1862.62,48112.59000000001
2021-10-11,Personal/Entertainment,-251.12,47861.47000000001
2021-10-11,Insurance,-275.28,47586.19000000001
2021-10-11,Healthcare,-160.49,47425.70000000001
2021-10-12,Personal/Entertainment,-196.37,47229.33000000001
2021-10-15,Groceries,-124.16,47105.170000000006
2021-10-15,Personal/Entertainment,-152.19,46952.98
2021-10-17,Housing,-1960.9,44992.08
2021-10-18,Healthcare,-206.27,44785.810000000005
2021-10-18,Housing,-1534.87,43250.94
2021-10-21,Transportation,-36.4,43214.54
2021-10-23,Insurance,-221.85,42992.69
2021-10-23,Personal/Entertainment,-122.05,42870.64
2021-10-24,Groceries,-93.07,42777.57
2021-10-25,Transportation,-75.88,42701.69
2021-10-27,Personal/Entertainment,-228.38,42473.310000000005
2021-10-29,Healthcare,-107.08,42366.23
2021-10-30,Utilities,-257.29,42108.94
2021-10-30,Transportation,-63.0,42045.94
2021-10-30,Personal/Entertainment,-84.16,41961.78
2021-11-01,Groceries,-83.61,41878.17
2021-11-01,Income,9125.1,51003.27
2021-11-01,Groceries,-144.71,50858.56
2021-11-02,Personal/Entertainment,-69.5,50789.06
2021-11-03,Housing,-1097.45,49691.61
2021-11-05,Personal/Entertainment,-273.59,49418.020000000004
2021-11-05,Personal/Entertainment,-164.74,49253.280000000006
2021-11-05,Personal/Entertainment,-287.52,48965.76000000001
2021-11-06,Insurance,-258.48,48707.280000000006
2021-11-06,Personal/Entertainment,-27.78,48679.50000000001
2021-11-06,Personal/Entertainment,-112.8,48566.700000000004
2021-11-07,Groceries,-100.89,48465.810000000005
2021-11-08,Utilities,-239.78,48226.030000000006
2021-11-08,Personal/Entertainment,-140.48,48085.55
2021-11-08,Personal/Entertainment,-150.5,47935.05
2021-11-09,Insurance,-190.34,47744.71000000001
2021-11-09,Housing,-1457.42,46287.29000000001
2021-11-09,Groceries,-97.44,46189.850000000006
2021-11-11,Transportation,-25.22,46164.630000000005
2021-11-12,Personal/Entertainment,-222.16,45942.47
2021-11-12,Personal/Entertainment,-241.11,45701.36
2021-11-14,Transportation,-61.75,45639.61
2021-11-14,Personal/Entertainment,-89.97,45549.64
2021-11-14,Personal/Entertainment,-198.67,45350.97
2021-11-15,Personal/Entertainment,-162.31,45188.66
2021-11-16,Groceries,-82.07,45106.590000000004
2021-11-16,Personal/Entertainment,-218.22,44888.37
2021-11-17,Healthcare,-99.25,44789.12
2021-11-18,Personal/Entertainment,-168.48,44620.64
2021-11-18,Insurance,-264.27,44356.37
2021-11-18,Personal/Entertainment,-57.82,44298.55
2021-11-20,Personal/Entertainment,-275.11,44023.44
2021-11-21,Personal/Entertainment,-269.16,43754.28
2021-11-21,Housing,-1019.55,42734.729999999996
2021-11-23,Personal/Entertainment,-133.14,42601.59
2021-11-24,Transportation,-57.38,42544.21
2021-11-24,Groceries,-141.02,42403.19
2021-11-25,Utilities,-151.8,42251.39
2021-11-25,Personal/Entertainment,-257.68,41993.71
2021-11-27,Transportation,-27.82,41965.89
2021-11-28,Personal/Entertainment,-112.99,41852.9
2021-11-29,Personal/Entertainment,-154.4,41698.5
2021-12-01,Income,7891.92,49590.42
2021-12-03,Utilities,-288.54,49301.88
2021-12-03,Personal/Entertainment,-149.9,49151.979999999996
2021-12-04,Housing,-1882.87,47269.10999999999
2021-12-04,Personal/Entertainment,-272.09,46997.02
2021-12-05,Transportation,-31.48,46965.53999999999
2021-12-05,Groceries,-110.17,46855.369999999995
2021-12-07,Utilities,-196.56,46658.81
2021-12-07,Personal/Entertainment,-58.38,46600.43
2021-12-08,Transportation,-33.65,46566.78
2021-12-08,Transportation,-42.9,46523.88
2021-12-08,Insurance,-230.76,46293.119999999995
2021-12-09,Utilities,-251.85,46041.27
2021-12-09,Transportation,-42.83,45998.439999999995
2021-12-13,Insurance,-297.49,45700.95
2021-12-15,Transportation,-34.0,45666.95
2021-12-16,Personal/Entertainment,-208.87,45458.079999999994
2021-12-16,Personal/Entertainment,-90.26,45367.81999999999
2021-12-18,Personal/Entertainment,-98.59,45269.229999999996
2021-12-18,Transportation,-70.35,45198.88
2021-12-18,Utilities,-194.07,45004.81
2021-12-19,Utilities,-178.1,44826.71
2021-12-20,Groceries,-78.65,44748.06
2021-12-23,Personal/Entertainment,-81.21,44666.85
2021-12-23,Transportation,-69.2,44597.65
2021-12-24,Groceries,-94.69,44502.96
2021-12-26,Utilities,-156.97,44345.99
2021-12-28,Groceries,-120.31,44225.68
2021-12-30,Transportation,-49.27,44176.41
2022-01-01,Groceries,-73.19,44103.22
2022-01-01,Utilities,-273.48,43829.74
2022-01-01,Income,7234.43,51064.17
2022-01-02,Personal/Entertainment,-175.2,50888.97
2022-01-06,Personal/Entertainment,-109.88,50779.090000000004
2022-01-08,Personal/Entertainment,-88.88,50690.21000000001
2022-01-08,Healthcare,-255.77,50434.44000000001
2022-01-09,Personal/Entertainment,-183.96,50250.48000000001
2022-01-09,Groceries,-105.22,50145.26000000001
2022-01-09,Utilities,-116.69,50028.57000000001
2022-01-11,Personal/Entertainment,-61.79,49966.780000000006
2022-01-12,Groceries,-41.71,49925.07000000001
2022-01-12,Groceries,-144.28,49780.79000000001
2022-01-12,Personal/Entertainment,-41.46,49739.33000000001
2022-01-13,Healthcare,-108.1,49631.23000000001
2022-01-13,Transportation,-46.77,49584.460000000014
2022-01-14,Personal/Entertainment,-104.18,49480.28000000001
2022-01-15,Insurance,-157.0,49323.28000000001
2022-01-15,Personal/Entertainment,-234.21,49089.070000000014
2022-01-16,Utilities,-294.63,48794.44000000002
2022-01-19,Utilities,-105.4,48689.040000000015
2022-01-22,Groceries,-83.0,48606.040000000015
2022-01-22,Groceries,-52.74,48553.30000000002
2022-01-23,Personal/Entertainment,-239.59,48313.71000000002
2022-01-23,Groceries,-96.66,48217.05000000002
2022-01-23,Housing,-1702.29,46514.76000000002
2022-01-26,Personal/Entertainment,-56.89,46457.87000000002
2022-01-26,Personal/Entertainment,-251.83,46206.040000000015
2022-01-28,Groceries,-148.86,46057.180000000015
2022-01-28,Utilities,-174.75,45882.430000000015
2022-01-29,Groceries,-60.92,45821.51000000002
2022-01-30,Transportation,-49.71,45771.80000000002
2022-02-01,Income,8852.42,54624.220000000016
2022-02-02,Personal/Entertainment,-228.82,54395.400000000016
2022-02-05,Healthcare,-279.57,54115.830000000016
2022-02-05,Healthcare,-156.68,53959.150000000016
2022-02-06,Housing,-1855.19,52103.960000000014
2022-02-06,Housing,-1032.98,51070.98000000001
2022-02-11,Transportation,-51.5,51019.48000000001
2022-02-11,Personal/Entertainment,-78.31,50941.17000000001
2022-02-12,Personal/Entertainment,-78.96,50862.210000000014
2022-02-13,Utilities,-244.91,50617.30000000001
2022-02-14,Personal/Entertainment,-168.94,50448.36000000001
2022-02-17,Groceries,-127.66,50320.700000000004
2022-02-17,Utilities,-159.74,50160.96000000001
2022-02-17,Utilities,-199.52,49961.44000000001
2022-02-19,Housing,-1373.72,48587.72000000001
2022-02-19,Housing,-1882.72,46705.00000000001
2022-02-22,Personal/Entertainment,-43.54,46661.46000000001
2022-02-23,Utilities,-179.22,46482.240000000005
2022-02-23,Personal/Entertainment,-50.35,46431.89000000001
2022-02-23,Groceries,-149.89,46282.00000000001
2022-02-23,Utilities,-286.49,45995.51000000001
2022-02-24,Transportation,-35.71,45959.80000000001
2022-02-24,Housing,-1897.11,44062.69000000001
2022-02-26,Personal/Entertainment,-81.83,43980.86000000001
2022-03-01,Housing,-1546.16,42434.700000000004
2022-03-01,Income,7648.15,50082.850000000006
2022-03-02,Personal/Entertainment,-195.08,49887.770000000004
2022-03-03,Groceries,-118.68,49769.090000000004
2022-03-03,Utilities,-179.65,49589.44
2022-03-04,Housing,-1502.17,48087.270000000004
2022-03-04,Utilities,-227.66,47859.61
2022-03-08,Healthcare,-343.4,47516.21
2022-03-09,Utilities,-266.14,47250.07
2022-03-09,Personal/Entertainment,-252.24,46997.83
2022-03-12,Personal/Entertainment,-251.18,46746.65
2022-03-14,Insurance,-228.19,46518.46
2022-03-15,Insurance,-287.81,46230.65
2022-03-17,Groceries,-98.9,46131.75
2022-03-17,Groceries,-78.14,46053.61
2022-03-18,Personal/Entertainment,-163.13,45890.48
2022-03-18,Housing,-1841.84,44048.64000000001
2022-03-19,Groceries,-133.33,43915.310000000005
2022-03-19,Transportation,-51.98,43863.33
2022-03-20,Personal/Entertainment,-275.22,43588.11
2022-03-21,Groceries,-127.87,43460.24
2022-03-21,Housing,-1129.54,42330.7
2022-03-21,Personal/Entertainment,-208.6,42122.1
2022-03-22,Groceries,-97.4,42024.7
2022-03-22,Personal/Entertainment,-107.98,41916.719999999994
2022-03-23,Transportation,-43.53,41873.189999999995
2022-03-24,Transportation,-65.46,41807.729999999996
2022-03-29,Personal/Entertainment,-184.45,41623.28
2022-03-29,Utilities,-100.27,41523.01
2022-03-30,Housing,-1939.87,39583.14
2022-03-31,Utilities,-163.76,39419.38
2022-04-01,Income,7909.41,47328.78999999999
2022-04-02,Personal/Entertainment,-94.64,47234.149999999994
2022-04-03,Transportation,-78.05,47156.09999999999
2022-04-05,Personal/Entertainment,-125.59,47030.509999999995
2022-04-06,Transportation,-34.74,46995.77
2022-04-06,Personal/Entertainment,-214.14,46781.63
2022-04-07,Personal/Entertainment,-217.35,46564.28
2022-04-08,Housing,-1964.93,44599.35
2022-04-09,Personal/Entertainment,-115.35,44484.0
2022-04-09,Utilities,-114.81,44369.19
2022-04-11,Healthcare,-280.66,44088.53
2022-04-12,Healthcare,-325.0,43763.53
2022-04-12,Utilities,-184.07,43579.46
2022-04-13,Healthcare,-79.78,43499.68
2022-04-15,Groceries,-40.21,43459.47
2022-04-15,Insurance,-166.61,43292.86
2022-04-16,Insurance,-154.64,43138.22
2022-04-17,Utilities,-191.2,42947.020000000004
2022-04-17,Utilities,-278.91,42668.11
2022-04-17,Insurance,-151.05,42517.06
2022-04-18,Housing,-1552.85,40964.21
2022-04-19,Housing,-1986.03,38978.18
2022-04-19,Transportation,-77.03,38901.15
2022-04-21,Groceries,-94.75,38806.4
2022-04-22,Personal/Entertainment,-27.62,38778.78
2022-04-23,Personal/Entertainment,-172.22,38606.56
2022-04-25,Utilities,-218.77,38387.79
2022-05-01,Personal/Entertainment,-159.15,38228.64
2022-05-01,Transportation,-57.03,38171.61
2022-05-01,Income,7652.19,45823.8
2022-05-01,Groceries,-130.6,45693.200000000004
2022-05-03,Insurance,-278.6,45414.600000000006
2022-05-03,Personal/Entertainment,-96.02,45318.58000000001
2022-05-03,Groceries,-136.37,45182.21000000001
2022-05-04,Personal/Entertainment,-124.86,45057.350000000006
2022-05-07,Transportation,-27.79,45029.560000000005
2022-05-08,Housing,-1067.87,43961.69
2022-05-11,Personal/Entertainment,-252.64,43709.05
2022-05-11,Personal/Entertainment,-188.07,43520.98
2022-05-12,Groceries,-147.35,43373.630000000005
2022-05-12,Groceries,-45.35,43328.280000000006
2022-05-12,Housing,-1905.12,41423.16
2022-05-12,Personal/Entertainment,-40.81,41382.350000000006
2022-05-13,Housing,-1845.15,39537.200000000004
2022-05-13,Utilities,-149.59,39387.61000000001
2022-05-14,Transportation,-47.17,39340.44000000001
2022-05-14,Healthcare,-118.24,39222.20000000001
2022-05-15,Utilities,-232.54,38989.66000000001
2022-05-15,Personal/Entertainment,-181.55,38808.11000000001
2022-05-15,Housing,-1350.05,37458.06000000001
2022-05-16,Personal/Entertainment,-271.86,37186.20000000001
2022-05-16,Utilities,-294.57,36891.630000000005
2022-05-17,Groceries,-51.97,36839.66
2022-05-17,Transportation,-25.32,36814.34000000001
2022-05-20,Housing,-1576.93,35237.41
2022-05-22,Groceries,-85.97,35151.44
2022-05-22,Personal/Entertainment,-26.64,35124.8
2022-05-22,Personal/Entertainment,-95.58,35029.22
2022-05-22,Groceries,-112.89,34916.33
2022-05-24,Transportation,-46.0,34870.33
2022-05-25,Utilities,-263.15,34607.18000000001
2022-06-01,Income,8223.28,42830.46000000001
2022-06-01,Transportation,-50.81,42779.65000000001
2022-06-02,Personal/Entertainment,-204.55,42575.100000000006
2022-06-03,Groceries,-51.29,42523.810000000005
2022-06-05,Personal/Entertainment,-132.13,42391.68000000001
2022-06-05,Transportation,-75.89,42315.79000000001
2022-06-09,Transportation,-79.63,42236.16000000001
2022-06-10,Personal/Entertainment,-86.52,42149.640000000014
2022-06-11,Personal/Entertainment,-278.18,41871.460000000014
2022-06-13,Personal/Entertainment,-56.23,41815.23000000001
2022-06-13,Housing,-1533.54,40281.69000000001
2022-06-13,Personal/Entertainment,-183.93,40097.76000000001
2022-06-16,Groceries,-93.29,40004.47000000001
2022-06-20,Personal/Entertainment,-57.55,39946.920000000006
2022-06-21,Personal/Entertainment,-103.95,39842.97000000001
2022-06-25,Transportation,-54.77,39788.20000000001
2022-06-25,Utilities,-242.67,39545.53000000001
2022-06-26,Housing,-1237.49,38308.040000000015
2022-06-26,Groceries,-110.02,38198.02000000002
2022-06-28,Personal/Entertainment,-39.52,38158.50000000002
2022-06-30,Personal/Entertainment,-286.27,37872.230000000025
2022-07-01,Income,7145.66,45017.89000000003
2022-07-04,Transportation,-69.37,44948.520000000026
2022-07-04,Groceries,-142.55,44805.97000000002
2022-07-05,Groceries,-47.58,44758.39000000002
2022-07-05,Groceries,-87.55,44670.84000000002
2022-07-07,Personal/Entertainment,-89.24,44581.60000000002
2022-07-12,Groceries,-133.52,44448.08000000002
2022-07-12,Groceries,-47.68,44400.40000000002
2022-07-14,Transportation,-21.9,44378.50000000002
2022-07-17,Personal/Entertainment,-294.07,44084.43000000002
2022-07-17,Personal/Entertainment,-107.72,43976.71000000002
2022-07-17,Personal/Entertainment,-46.73,43929.98000000002
2022-07-18,Utilities,-279.23,43650.750000000015
2022-07-20,Utilities,-185.52,43465.23000000002
2022-07-20,Utilities,-209.76,43255.470000000016
2022-07-21,Groceries,-114.8,43140.67000000001
2022-07-21,Insurance,-298.59,42842.080000000016
2022-07-21,Personal/Entertainment,-37.41,42804.67000000001
2022-07-23,Transportation,-74.69,42729.98000000001
2022-07-26,Personal/Entertainment,-37.44,42692.54000000001
2022-08-01,Housing,-1679.35,41013.19000000001
2022-08-01,Income,8705.81,49719.00000000001
2022-08-04,Transportation,-68.81,49650.19000000001
2022-08-04,Utilities,-145.5,49504.69000000001
2022-08-06,Transportation,-23.0,49481.69000000001
2022-08-06,Personal/Entertainment,-271.08,49210.61000000001
2022-08-06,Utilities,-118.23,49092.380000000005
2022-08-07,Personal/Entertainment,-135.42,48956.96000000001
2022-08-07,Personal/Entertainment,-251.75,48705.21000000001
2022-08-08,Personal/Entertainment,-233.09,48472.12000000001
2022-08-08,Insurance,-299.36,48172.76000000001
2022-08-09,Personal/Entertainment,-42.45,48130.31000000001
2022-08-10,Transportation,-29.63,48100.680000000015
2022-08-11,Groceries,-120.47,47980.210000000014
2022-08-13,Groceries,-56.37,47923.84000000001
2022-08-15,Personal/Entertainment,-151.12,47772.72000000001
2022-08-17,Personal/Entertainment,-266.95,47505.77000000001
2022-08-18,Transportation,-73.27,47432.500000000015
2022-08-18,Transportation,-21.61,47410.890000000014
2022-08-19,Personal/Entertainment,-71.45,47339.44000000002
2022-08-20,Groceries,-71.17,47268.27000000002
2022-08-21,Personal/Entertainment,-73.58,47194.69000000002
2022-08-24,Groceries,-83.74,47110.95000000002
2022-08-24,Transportation,-68.77,47042.18000000002
2022-08-24,Groceries,-112.67,46929.510000000024
2022-08-25,Groceries,-60.71,46868.800000000025
2022-08-25,Personal/Entertainment,-49.19,46819.61000000002
2022-08-25,Groceries,-77.78,46741.83000000002
2022-08-26,Transportation,-69.33,46672.50000000002
2022-08-26,Groceries,-66.49,46606.010000000024
2022-08-26,Groceries,-139.44,46466.57000000002
2022-08-28,Personal/Entertainment,-267.47,46199.10000000002
2022-08-28,Groceries,-144.42,46054.68000000002
2022-08-28,Groceries,-136.88,45917.800000000025
2022-09-01,Income,7715.65,53633.450000000026
2022-09-02,Groceries,-148.47,53484.980000000025
2022-09-03,Groceries,-85.73,53399.25000000002
2022-09-03,Personal/Entertainment,-22.27,53376.980000000025
2022-09-04,Transportation,-73.58,53303.40000000002
2022-09-06,Housing,-1326.14,51977.260000000024
2022-09-08,Housing,-1540.72,50436.54000000002
2022-09-10,Transportation,-69.76,50366.78000000002
2022-09-11,Transportation,-68.08,50298.70000000002
2022-09-13,Groceries,-112.0,50186.70000000002
2022-09-15,Transportation,-43.3,50143.400000000016
2022-09-17,Transportation,-65.03,50078.37000000002
2022-09-17,Groceries,-97.6,49980.77000000002
2022-09-18,Personal/Entertainment,-245.94,49734.830000000016
2022-09-23,Insurance,-295.58,49439.250000000015
2022-09-24,Healthcare,-294.74,49144.51000000002
2022-09-25,Personal/Entertainment,-283.15,48861.360000000015
2022-09-28,Personal/Entertainment,-224.57,48636.790000000015
2022-09-29,Insurance,-266.2,48370.59000000002
2022-09-29,Groceries,-47.72,48322.87000000002
2022-09-30,Insurance,-243.1,48079.77000000002
2022-09-30,Housing,-1609.71,46470.06000000002
2022-09-30,Insurance,-254.83,46215.23000000002
2022-10-01,Income,7107.31,53322.540000000015
2022-10-01,Groceries,-69.5,53253.040000000015
2022-10-03,Groceries,-123.47,53129.570000000014
2022-10-03,Groceries,-144.07,52985.500000000015
2022-10-05,Personal/Entertainment,-53.03,52932.470000000016
2022-10-05,Groceries,-121.2,52811.27000000002
2022-10-05,Insurance,-271.15,52540.12000000002
2022-10-06,Personal/Entertainment,-163.59,52376.53000000002
2022-10-06,Utilities,-107.2,52269.33000000002
2022-10-08,Healthcare,-92.87,52176.46000000002
2022-10-08,Utilities,-261.23,51915.23000000002
2022-10-09,Groceries,-91.61,51823.62000000002
2022-10-10,Personal/Entertainment,-22.65,51800.970000000016
2022-10-13,Utilities,-231.19,51569.78000000001
2022-10-13,Personal/Entertainment,-264.04,51305.74000000001
2022-10-15,Personal/Entertainment,-138.51,51167.23000000001
2022-10-18,Transportation,-75.56,51091.67000000001
2022-10-18,Insurance,-208.43,50883.24000000001
2022-10-19,Personal/Entertainment,-89.45,50793.790000000015
2022-10-20,Personal/Entertainment,-256.93,50536.860000000015
2022-10-20,Personal/Entertainment,-230.33,50306.53000000001
2022-10-20,Groceries,-140.4,50166.13000000001
2022-10-21,Personal/Entertainment,-179.15,49986.98000000001
2022-10-21,Personal/Entertainment,-179.16,49807.82000000001
2022-10-21,Utilities,-228.83,49578.990000000005
2022-10-25,Personal/Entertainment,-108.02,49470.97000000001
2022-10-25,Personal/Entertainment,-292.98,49177.990000000005
2022-10-26,Groceries,-140.05,49037.94
2022-10-28,Healthcare,-174.51,48863.43
2022-10-28,Utilities,-212.31,48651.12
2022-10-28,Insurance,-262.53,48388.590000000004
2022-10-31,Personal/Entertainment,-195.98,48192.61
2022-10-31,Utilities,-118.32,48074.29
2022-11-01,Groceries,-129.61,47944.68
2022-11-01,Income,7744.05,55688.73
2022-11-05,Personal/Entertainment,-75.9,55612.83
2022-11-07,Personal/Entertainment,-297.94,55314.89
2022-11-08,Personal/Entertainment,-59.04,55255.85
2022-11-10,Personal/Entertainment,-81.09,55174.76
2022-11-11,Healthcare,-321.13,54853.630000000005
2022-11-12,Personal/Entertainment,-179.23,54674.4
2022-11-12,Housing,-1035.05,53639.35
2022-11-13,Insurance,-183.17,53456.18
2022-11-14,Insurance,-206.45,53249.73
2022-11-15,Groceries,-114.61,53135.12
2022-11-19,Transportation,-58.98,53076.14
2022-11-19,Personal/Entertainment,-211.18,52864.96
2022-11-20,Personal/Entertainment,-112.96,52752.0
2022-11-21,Personal/Entertainment,-44.57,52707.43
2022-11-21,Personal/Entertainment,-91.39,52616.04
2022-11-22,Groceries,-90.14,52525.9
2022-11-22,Personal/Entertainment,-289.36,52236.54
2022-11-30,Personal/Entertainment,-40.6,52195.94
2022-12-01,Income,8261.82,60457.76
2022-12-03,Personal/Entertainment,-294.0,60163.76
2022-12-05,Transportation,-61.77,60101.990000000005
2022-12-06,Personal/Entertainment,-262.08,59839.91
2022-12-06,Personal/Entertainment,-171.51,59668.4
2022-12-09,Personal/Entertainment,-254.86,59413.54
2022-12-11,Personal/Entertainment,-37.23,59376.31
2022-12-14,Groceries,-128.56,59247.75
2022-12-15,Personal/Entertainment,-91.92,59155.83
2022-12-15,Healthcare,-260.31,58895.520000000004
2022-12-17,Personal/Entertainment,-166.9,58728.62
2022-12-17,Insurance,-278.21,58450.41
2022-12-17,Housing,-1039.17,57411.240000000005
2022-12-18,Personal/Entertainment,-95.23,57316.01
2022-12-18,Personal/Entertainment,-177.1,57138.91
2022-12-20,Personal/Entertainment,-129.18,57009.73
2022-12-21,Transportation,-60.15,56949.58
2022-12-23,Healthcare,-236.85,56712.73
2022-12-23,Utilities,-240.86,56471.87
2022-12-23,Housing,-1254.3,55217.57
2022-12-25,Personal/Entertainment,-71.05,55146.52
2022-12-26,Personal/Entertainment,-129.1,55017.42
2022-12-27,Transportation,-64.39,54953.03
2022-12-28,Transportation,-43.07,54909.96
2022-12-28,Groceries,-50.56,54859.4
2022-12-31,Personal/Entertainment,-27.91,54831.49
2023-01-01,Housing,-1653.86,53177.63
2023-01-01,Income,7430.56,60608.189999999995
2023-01-01,Insurance,-288.72,60319.469999999994
2023-01-02,Groceries,-47.48,60271.98999999999
2023-01-07,Groceries,-51.35,60220.63999999999
2023-01-12,Insurance,-154.5,60066.13999999999
2023-01-12,Groceries,-113.24,59952.899999999994
2023-01-12,Personal/Entertainment,-21.22,59931.67999999999
2023-01-14,Personal/Entertainment,-244.25,59687.42999999999
2023-01-15,Personal/Entertainment,-127.42,59560.009999999995
2023-01-16,Housing,-1660.82,57899.189999999995
2023-01-18,Personal/Entertainment,-160.76,57738.42999999999
2023-01-19,Personal/Entertainment,-133.04,57605.38999999999
2023-01-19,Insurance,-179.6,57425.78999999999
2023-01-20,Personal/Entertainment,-208.86,57216.92999999999
2023-01-21,Utilities,-130.56,57086.369999999995
2023-01-23,Personal/Entertainment,-91.99,56994.38
2023-01-23,Healthcare,-281.91,56712.469999999994
2023-01-24,Personal/Entertainment,-202.42,56510.049999999996
2023-01-24,Personal/Entertainment,-247.07,56262.979999999996
2023-01-24,Groceries,-72.13,56190.85
2023-01-28,Personal/Entertainment,-251.27,55939.58
2023-01-30,Utilities,-206.44,55733.14
2023-01-31,Personal/Entertainment,-237.28,55495.86
2023-02-01,Utilities,-235.6,55260.26
2023-02-01,Income,7767.04,63027.3
2023-02-05,Personal/Entertainment,-253.46,62773.840000000004
2023-02-05,Insurance,-150.93,62622.91
2023-02-05,Transportation,-45.53,62577.380000000005
2023-02-07,Personal/Entertainment,-58.21,62519.170000000006
2023-02-11,Insurance,-205.44,62313.73
2023-02-11,Groceries,-48.48,62265.25
2023-02-13,Personal/Entertainment,-118.42,62146.83
2023-02-13,Transportation,-64.32,62082.51
2023-02-14,Personal/Entertainment,-296.75,61785.76
2023-02-14,Transportation,-69.75,61716.01
2023-02-15,Personal/Entertainment,-284.69,61431.32
2023-02-15,Utilities,-235.16,61196.159999999996
2023-02-19,Groceries,-71.22,61124.939999999995
2023-02-19,Personal/Entertainment,-137.16,60987.77999999999
2023-02-20,Housing,-1496.16,59491.61999999999
2023-02-22,Transportation,-45.08,59446.539999999986
2023-02-22,Housing,-1882.61,57563.929999999986
2023-02-22,Transportation,-26.99,57536.93999999999
2023-02-24,Housing,-1092.28,56444.65999999999
2023-03-01,Income,7353.99,63798.64999999999
2023-03-02,Transportation,-46.9,63751.749999999985
2023-03-04,Housing,-1008.45,62743.29999999999
2023-03-05,Personal/Entertainment,-120.19,62623.109999999986
2023-03-05,Personal/Entertainment,-109.14,62513.96999999999
2023-03-05,Transportation,-29.25,62484.71999999999
2023-03-05,Healthcare,-137.08,62347.639999999985
2023-03-06,Utilities,-140.11,62207.529999999984
2023-03-06,Personal/Entertainment,-137.54,62069.98999999998
2023-03-07,Transportation,-37.08,62032.90999999998
2023-03-07,Insurance,-151.58,61881.32999999998
2023-03-07,Personal/Entertainment,-147.45,61733.87999999998
2023-03-08,Groceries,-41.09,61692.789999999986
2023-03-10,Housing,-1746.04,59946.749999999985
2023-03-10,Personal/Entertainment,-247.37,59699.37999999998
2023-03-11,Groceries,-109.5,59589.87999999998
2023-03-11,Personal/Entertainment,-94.14,59495.73999999998
2023-03-14,Healthcare,-308.65,59187.08999999998
2023-03-14,Groceries,-132.71,59054.37999999998
2023-03-15,Healthcare,-227.83,58826.54999999998
2023-03-15,Transportation,-62.09,58764.459999999985
2023-03-16,Utilities,-171.87,58592.58999999998
2023-03-17,Utilities,-197.31,58395.279999999984
2023-03-17,Personal/Entertainment,-138.46,58256.819999999985
2023-03-17,Groceries,-107.86,58148.959999999985
2023-03-22,Groceries,-85.85,58063.109999999986
2023-03-22,Personal/Entertainment,-201.42,57861.68999999999
2023-03-22,Personal/Entertainment,-288.63,57573.05999999999
2023-03-23,Personal/Entertainment,-156.79,57416.26999999999
2023-03-24,Insurance,-193.25,57223.01999999999
2023-03-25,Transportation,-38.85,57184.16999999999
2023-03-25,Housing,-1202.94,55981.22999999999
2023-03-28,Personal/Entertainment,-130.9,55850.32999999999
2023-03-28,Transportation,-31.1,55819.22999999999
2023-03-28,Personal/Entertainment,-162.15,55657.07999999999
2023-03-28,Personal/Entertainment,-82.99,55574.08999999999
2023-03-29,Groceries,-68.64,55505.44999999999
2023-04-01,Personal/Entertainment,-243.28,55262.16999999999
2023-04-01,Insurance,-273.77,54988.399999999994
2023-04-01,Transportation,-51.02,54937.38
2023-04-01,Income,8076.81,63014.189999999995
2023-04-03,Utilities,-208.78,62805.409999999996
2023-04-04,Personal/Entertainment,-103.39,62702.02
2023-04-05,Groceries,-58.92,62643.1
2023-04-05,Transportation,-49.26,62593.84
2023-04-07,Groceries,-51.76,62542.079999999994
2023-04-07,Groceries,-89.95,62452.13
